facility_code,sys_loc_code,loc_name,loc_group,loc_report_order,sys_sample_code,sample_name,sample_date,sample_type_code,sample_method,start_depth,end_depth,depth_unit,medium_code,matrix_code,species_code,tissue_type,geologic_unit_code,task_code,task_desc,field_sdg,parent_sample_code,analysis_location,lab_sample_id,lab_matrix_code,basis,lab_name_code,analytic_method,analysis_date,column_number,fraction,test_type,prep_method,leachate_method,leachate_date,lab_sdg,percent_moisture,dilution_factor,method_analyte_group,report_order,test_id,cas_rn,chemical_name,organic_yn,report_result_text,report_result_value,report_result_unit,report_result_limit,reportable_result,detect_flag,interpreted_qualifiers,validator_qualifiers,lab_qualifiers,quantitation_limit,method_detection_limit,reporting_detection_limit,detection_limit_unit,approval_code,result_text,result_numeric,result_unit,result_type_code,x_coord,y_coord,stream_mile,stream_code,z_coord_avg,zfrom,zto,longitude,latitude,sample_remark,test_remark,result_remark,validated_yn,validation_level
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,68194-12-7,"Pentachlorobiphenyl; 2,3',4,5,5'- (PCB 120)",Y,86.4,86.4,pg/sample,8.76,Yes,Y,,,,5.37,,8.76,pg/sample,,86.4,86.4,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,68194-13-8,"Hexachlorobiphenyl; 2,2',3,4',5,6- (PCB 147)",Y,24000,24000,pg/sample,28,Yes,Y,J,J,CB,5.37,,28,pg/sample,,24000,24000,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,68194-14-9,"Hexachlorobiphenyl; 2,2',3,4,5',6- (PCB 144)",Y,1330,1330,pg/sample,0.671,Yes,Y,,,,5.37,,0.671,pg/sample,,1330,1330,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,68194-15-0,"Hexachlorobiphenyl; 2,2',3,4,5,6'- (PCB 143)",Y,31.1,31.1,pg/sample,31.1,Yes,N,C134,C134,C134,,,31.1,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,68194-16-1,"Heptachlorobiphenyl; 2,2',3,3',4,5,6- (PCB 173)",Y,1.43,1.43,pg/sample,1.43,Yes,N,C171,C171,C171,,,1.43,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,68194-17-2,"Octachlorobiphenyl; 2,2',3,3',4,5,5',6- (PCB 198)",Y,5900,5900,pg/sample,0.671,Yes,Y,J,J,C,5.37,,0.671,pg/sample,,5900,5900,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,69782-90-7,"Hexachlorobiphenyl; 2,3,3',4,4',5'- (PCB 157)",Y,33.3,33.3,pg/sample,33.3,Yes,N,C156,C156,C156,,,33.3,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,69782-91-8,"Heptachlorobiphenyl; 2,3,3',4',5,5',6- (PCB 193)",Y,1.17,1.17,pg/sample,1.17,Yes,N,C180,C180,C180,,,1.17,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,7012-37-5,"Trichlorobiphenyl; 2,4,4'- (PCB 28)",Y,38.8,38.8,pg/sample,38.8,Yes,N,C20,C20,C20,,,38.8,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-41-3,"Pentachlorobiphenyl; 2,3,3',4,5'- (PCB 108)",Y,10.1,10.1,pg/sample,10.1,Yes,N,C86,C86,C86,,,10.1,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-45-7,"Tetrachlorobiphenyl; 2,2',3,6- (PCB 45)",Y,4660,4660,pg/sample,0.671,Yes,Y,J,J,CB,5.37,,0.671,pg/sample,,4660,4660,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-46-8,"Tetrachlorobiphenyl; 2,2',3,5- (PCB 43)",Y,1240,1240,pg/sample,0.671,Yes,Y,,,,5.37,,0.671,pg/sample,,1240,1240,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-47-9,"Tetrachlorobiphenyl; 2,2',4,5- (PCB 48)",Y,5670,5670,pg/sample,0.671,Yes,Y,,,B,5.37,,0.671,pg/sample,,5670,5670,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-48-0,"Tetrachlorobiphenyl; 2',3,4,5- (PCB 76)",Y,47.3,47.3,pg/sample,47.3,Yes,N,C61,C61,C61,,,47.3,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-49-1,"Tetrachlorobiphenyl; 3,3',4,5- (PCB 78)",Y,55.3,55.3,pg/sample,55.3,Yes,N,U,U,U,5.37,,55.3,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70362-50-4,"Tetrachlorobiphenyl; 3,4,4',5- (PCB 81)",Y,117,117,pg/sample,49.1,Yes,Y,,,,5.37,,49.1,pg/sample,,117,117,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70424-67-8,"Tetrachlorobiphenyl; 2,3,3',5- (PCB 57)",Y,209,209,pg/sample,49.2,Yes,Y,,,,5.37,,49.2,pg/sample,,209,209,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70424-68-9,"Pentachlorobiphenyl; 2,3,3',4',5- (PCB 107)",Y,1370,1370,pg/sample,65.6,Yes,Y,J,J,C,5.37,,65.6,pg/sample,,1370,1370,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70424-69-0,"Pentachlorobiphenyl; 2,3,3',4,5- (PCB 106)",Y,64.4,64.4,pg/sample,64.4,Yes,N,U,U,U,5.37,,64.4,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,70424-70-3,"Pentachlorobiphenyl; 2',3,4,5,5'- (PCB 124)",Y,65.6,65.6,pg/sample,65.6,Yes,N,C107,C107,C107,,,65.6,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,73575-52-7,"Tetrachlorobiphenyl; 2,3',4,5'- (PCB 68)",Y,178,178,pg/sample,46,Yes,Y,,,B,5.37,,46,pg/sample,,178,178,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,73575-53-8,"Tetrachlorobiphenyl; 2,3',4,5- (PCB 67)",Y,1120,1120,pg/sample,43.3,Yes,Y,,,,5.37,,43.3,pg/sample,,1120,1120,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,73575-54-9,"Pentachlorobiphenyl; 2,2',3,6,6'- (PCB 96)",Y,280,280,pg/sample,0.671,Yes,Y,,,,5.37,,0.671,pg/sample,,280,280,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,73575-55-0,"Pentachlorobiphenyl; 2,2',3,5,6'- (PCB 94)",Y,325,325,pg/sample,12.1,Yes,Y,,,,5.37,,12.1,pg/sample,,325,325,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,73575-56-1,"Pentachlorobiphenyl; 2,2',3,5,6- (PCB 93)",Y,27100,27100,pg/sample,10.8,Yes,Y,J,J,CB,5.37,,10.8,pg/sample,,27100,27100,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,73575-57-2,"Pentachlorobiphenyl; 2,2',3,4,6'- (PCB 89)",Y,566,566,pg/sample,11.9,Yes,Y,,,,5.37,,11.9,pg/sample,,566,566,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74338-23-1,"Tetrachlorobiphenyl; 2,3',5',6- (PCB 73)",Y,0.671,0.671,pg/sample,0.671,Yes,N,U,U,U,5.37,,0.671,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74338-24-2,"Tetrachlorobiphenyl; 2,3,3',4- (PCB 55)",Y,666,666,pg/sample,52.7,Yes,Y,,,,5.37,,52.7,pg/sample,,666,666,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-33-6,"Tetrachlorobiphenyl; 2,3,3',6- (PCB 59)",Y,2900,2900,pg/sample,0.671,Yes,Y,J,J,C,5.37,,0.671,pg/sample,,2900,2900,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-34-7,"Tetrachlorobiphenyl; 2,3,4',5- (PCB 63)",Y,1380,1380,pg/sample,47.4,Yes,Y,,,,5.37,,47.4,pg/sample,,1380,1380,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-35-8,"Pentachlorobiphenyl; 2,3,3',4,6- (PCB 109)",Y,2750,2750,pg/sample,66.2,Yes,Y,,,,5.37,,66.2,pg/sample,,2750,2750,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-36-9,"Pentachlorobiphenyl; 2,3,3',5,6- (PCB 112)",Y,8.49,8.49,pg/sample,8.49,Yes,N,U,U,U,5.37,,8.49,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-37-0,"Pentachlorobiphenyl; 2,3,4,4',5- (PCB 114)",Y,743,743,pg/sample,58.4,Yes,Y,,,,5.37,,58.4,pg/sample,,743,743,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-38-1,"Pentachlorobiphenyl; 2,3,4,4',6- (PCB 115)",Y,9.07,9.07,pg/sample,9.07,Yes,N,C110,C110,C110,,,9.07,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-39-2,"Pentachlorobiphenyl; 2',3,4,5,6'- (PCB 125)",Y,10.1,10.1,pg/sample,10.1,Yes,N,C86,C86,C86,,,10.1,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-40-5,"Hexachlorobiphenyl; 2,2',3,4,6,6'- (PCB 145)",Y,12.5,12.5,pg/sample,0.671,Yes,Y,,,,5.37,,0.671,pg/sample,,12.5,12.5,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-41-6,"Hexachlorobiphenyl; 2,2',3,4',5,6'- (PCB 148)",Y,41.3,41.3,pg/sample,0.671,Yes,Y,,,,5.37,,0.671,pg/sample,,41.3,41.3,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-42-7,"Hexachlorobiphenyl; 2,3,3',4,4',6- (PCB 158)",Y,3170,3170,pg/sample,23.4,Yes,Y,,,,5.37,,23.4,pg/sample,,3170,3170,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-43-8,"Hexachlorobiphenyl; 2,3,3',4,5',6- (PCB 161)",Y,23.3,23.3,pg/sample,23.3,Yes,N,U,U,U,5.37,,23.3,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,,Y,Stage 4
NJD980528996,NB FILTER,Newark Bay,,,F1049,Suspended Matter on Filter,4/26/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-2,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380531,74472-44-9,"Hexachlorobiphenyl; 2,3,3',4',5,6- (PCB 163)",Y,29.6,29.6,pg/sample,29.6,Yes,N,C129,C129,C129,,,29.6,pg/sample,,,,pg/sample,TRG,-74.13911149,40.67119979,,,,,,-74.13911149,40.67119979,Filter Number 145,,Co-eluting PCB,Y,Stage 4
