,facility_code,sys_loc_code,loc_name,loc_group,loc_report_order,sys_sample_code,sample_name,sample_date,sample_type_code,sample_method,start_depth,end_depth,depth_unit,medium_code,matrix_code,species_code,tissue_type,geologic_unit_code,task_code,task_desc,field_sdg,parent_sample_code,analysis_location,lab_sample_id,lab_matrix_code,basis,lab_name_code,analytic_method,analysis_date,column_number,fraction,test_type,prep_method,leachate_method,leachate_date,lab_sdg,percent_moisture,dilution_factor,method_analyte_group,report_order,test_id,cas_rn,chemical_name,organic_yn,report_result_text,report_result_value,report_result_unit,report_result_limit,reportable_result,detect_flag,interpreted_qualifiers,validator_qualifiers,lab_qualifiers,quantitation_limit,method_detection_limit,reporting_detection_limit,detection_limit_unit,approval_code,result_text,result_numeric,result_unit,result_type_code,x_coord,y_coord,stream_mile,stream_code,z_coord_avg,zfrom,zto,longitude,latitude,sample_remark,test_remark,result_remark,validated_yn,validation_level
1789,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.5-FRES,10B-E02-C204-14.5-FRES,2010-03-16 13:05:00,N,,14.5,14.5,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55545,OBS,OBS,,1.317,1.317,volts,,Yes,Y,,,,,,,,,1.317,1.317,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.5,-14.5,-14.5,-74.142647951714,40.738608904318,,,,,
1790,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.5-FRES,10B-E02-C204-14.5-FRES,2010-03-16 13:05:00,N,,14.5,14.5,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55545,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.5,-14.5,-14.5,-74.142647951714,40.738608904318,,,,,
1791,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.5-FRES,10B-E02-C204-14.5-FRES,2010-03-16 13:05:00,N,,14.5,14.5,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55545,TEMP,Temperature,,5.0,5.0,deg c,,Yes,Y,,,,,,,,,5.0,5.0,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.5,-14.5,-14.5,-74.142647951714,40.738608904318,,,,,
1792,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.5-FRES,10B-E02-C204-14.5-FRES,2010-03-16 13:05:00,N,,14.5,14.5,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55545,TURB,Turbidity,,131.71,131.71,ntu,,Yes,Y,,,,,,,,,131.71,131.71,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.5,-14.5,-14.5,-74.142647951714,40.738608904318,,,,N,
1793,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.8-FRES,10B-E02-C204-14.8-FRES,2010-03-16 13:05:00,N,,14.8,14.8,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55546,OBS,OBS,,1.331,1.331,volts,,Yes,Y,,,,,,,,,1.331,1.331,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.8,-14.8,-14.8,-74.142647951714,40.738608904318,,,,,
1794,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.8-FRES,10B-E02-C204-14.8-FRES,2010-03-16 13:05:00,N,,14.8,14.8,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55546,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.8,-14.8,-14.8,-74.142647951714,40.738608904318,,,,,
1795,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.8-FRES,10B-E02-C204-14.8-FRES,2010-03-16 13:05:00,N,,14.8,14.8,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55546,TEMP,Temperature,,4.99,4.99,deg c,,Yes,Y,,,,,,,,,4.99,4.99,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.8,-14.8,-14.8,-74.142647951714,40.738608904318,,,,,
1796,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-14.8-FRES,10B-E02-C204-14.8-FRES,2010-03-16 13:05:00,N,,14.8,14.8,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55546,TURB,Turbidity,,133.05,133.05,ntu,,Yes,Y,,,,,,,,,133.05,133.05,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-14.8,-14.8,-14.8,-74.142647951714,40.738608904318,,,,N,
1797,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.09-FRES,10B-E02-C204-15.09-FRES,2010-03-16 13:05:00,N,,15.09,15.09,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55547,OBS,OBS,,1.344,1.344,volts,,Yes,Y,,,,,,,,,1.344,1.344,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.09,-15.09,-15.09,-74.142647951714,40.738608904318,,,,,
1798,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.09-FRES,10B-E02-C204-15.09-FRES,2010-03-16 13:05:00,N,,15.09,15.09,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55547,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.09,-15.09,-15.09,-74.142647951714,40.738608904318,,,,,
1799,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.09-FRES,10B-E02-C204-15.09-FRES,2010-03-16 13:05:00,N,,15.09,15.09,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55547,TEMP,Temperature,,4.99,4.99,deg c,,Yes,Y,,,,,,,,,4.99,4.99,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.09,-15.09,-15.09,-74.142647951714,40.738608904318,,,,,
1800,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.09-FRES,10B-E02-C204-15.09-FRES,2010-03-16 13:05:00,N,,15.09,15.09,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55547,TURB,Turbidity,,134.38,134.38,ntu,,Yes,Y,,,,,,,,,134.38,134.38,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.09,-15.09,-15.09,-74.142647951714,40.738608904318,,,,N,
1801,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.39-FRES,10B-E02-C204-15.39-FRES,2010-03-16 13:05:00,N,,15.39,15.39,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55548,OBS,OBS,,1.346,1.346,volts,,Yes,Y,,,,,,,,,1.346,1.346,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.39,-15.39,-15.39,-74.142647951714,40.738608904318,,,,,
1802,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.39-FRES,10B-E02-C204-15.39-FRES,2010-03-16 13:05:00,N,,15.39,15.39,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55548,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.39,-15.39,-15.39,-74.142647951714,40.738608904318,,,,,
1803,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.39-FRES,10B-E02-C204-15.39-FRES,2010-03-16 13:05:00,N,,15.39,15.39,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55548,TEMP,Temperature,,4.99,4.99,deg c,,Yes,Y,,,,,,,,,4.99,4.99,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.39,-15.39,-15.39,-74.142647951714,40.738608904318,,,,,
1804,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.39-FRES,10B-E02-C204-15.39-FRES,2010-03-16 13:05:00,N,,15.39,15.39,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55548,TURB,Turbidity,,134.57,134.57,ntu,,Yes,Y,,,,,,,,,134.57,134.57,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.39,-15.39,-15.39,-74.142647951714,40.738608904318,,,,N,
1805,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.68-FRES,10B-E02-C204-15.68-FRES,2010-03-16 13:05:00,N,,15.68,15.68,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55549,OBS,OBS,,1.344,1.344,volts,,Yes,Y,,,,,,,,,1.344,1.344,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.68,-15.68,-15.68,-74.142647951714,40.738608904318,,,,,
1806,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.68-FRES,10B-E02-C204-15.68-FRES,2010-03-16 13:05:00,N,,15.68,15.68,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55549,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.68,-15.68,-15.68,-74.142647951714,40.738608904318,,,,,
1807,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.68-FRES,10B-E02-C204-15.68-FRES,2010-03-16 13:05:00,N,,15.68,15.68,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55549,TEMP,Temperature,,4.99,4.99,deg c,,Yes,Y,,,,,,,,,4.99,4.99,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.68,-15.68,-15.68,-74.142647951714,40.738608904318,,,,,
1808,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.68-FRES,10B-E02-C204-15.68-FRES,2010-03-16 13:05:00,N,,15.68,15.68,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55549,TURB,Turbidity,,134.37,134.37,ntu,,Yes,Y,,,,,,,,,134.37,134.37,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.68,-15.68,-15.68,-74.142647951714,40.738608904318,,,,N,
1809,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.98-FRES,10B-E02-C204-15.98-FRES,2010-03-16 13:05:00,N,,15.98,15.98,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55550,OBS,OBS,,1.342,1.342,volts,,Yes,Y,,,,,,,,,1.342,1.342,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.98,-15.98,-15.98,-74.142647951714,40.738608904318,,,,,
1810,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.98-FRES,10B-E02-C204-15.98-FRES,2010-03-16 13:05:00,N,,15.98,15.98,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55550,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.98,-15.98,-15.98,-74.142647951714,40.738608904318,,,,,
1811,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.98-FRES,10B-E02-C204-15.98-FRES,2010-03-16 13:05:00,N,,15.98,15.98,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55550,TEMP,Temperature,,5.0,5.0,deg c,,Yes,Y,,,,,,,,,5.0,5.0,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.98,-15.98,-15.98,-74.142647951714,40.738608904318,,,,,
1812,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-15.98-FRES,10B-E02-C204-15.98-FRES,2010-03-16 13:05:00,N,,15.98,15.98,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55550,TURB,Turbidity,,134.16,134.16,ntu,,Yes,Y,,,,,,,,,134.16,134.16,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-15.98,-15.98,-15.98,-74.142647951714,40.738608904318,,,,N,
1813,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.27-FRES,10B-E02-C204-16.27-FRES,2010-03-16 13:05:00,N,,16.27,16.27,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55551,OBS,OBS,,1.418,1.418,volts,,Yes,Y,,,,,,,,,1.418,1.418,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.27,-16.27,-16.27,-74.142647951714,40.738608904318,,,,,
1814,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.27-FRES,10B-E02-C204-16.27-FRES,2010-03-16 13:05:00,N,,16.27,16.27,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55551,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.27,-16.27,-16.27,-74.142647951714,40.738608904318,,,,,
1815,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.27-FRES,10B-E02-C204-16.27-FRES,2010-03-16 13:05:00,N,,16.27,16.27,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55551,TEMP,Temperature,,5.0,5.0,deg c,,Yes,Y,,,,,,,,,5.0,5.0,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.27,-16.27,-16.27,-74.142647951714,40.738608904318,,,,,
1816,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.27-FRES,10B-E02-C204-16.27-FRES,2010-03-16 13:05:00,N,,16.27,16.27,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55551,TURB,Turbidity,,141.76,141.76,ntu,,Yes,Y,,,,,,,,,141.76,141.76,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.27,-16.27,-16.27,-74.142647951714,40.738608904318,,,,N,
1817,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.57-FRES,10B-E02-C204-16.57-FRES,2010-03-16 13:05:00,N,,16.57,16.57,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55552,OBS,OBS,,1.499,1.499,volts,,Yes,Y,,,,,,,,,1.499,1.499,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.57,-16.57,-16.57,-74.142647951714,40.738608904318,,,,,
1818,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.57-FRES,10B-E02-C204-16.57-FRES,2010-03-16 13:05:00,N,,16.57,16.57,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55552,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.57,-16.57,-16.57,-74.142647951714,40.738608904318,,,,,
1819,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.57-FRES,10B-E02-C204-16.57-FRES,2010-03-16 13:05:00,N,,16.57,16.57,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55552,TEMP,Temperature,,5.0,5.0,deg c,,Yes,Y,,,,,,,,,5.0,5.0,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.57,-16.57,-16.57,-74.142647951714,40.738608904318,,,,,
1820,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-16.57-FRES,10B-E02-C204-16.57-FRES,2010-03-16 13:05:00,N,,16.57,16.57,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55552,TURB,Turbidity,,149.88,149.88,ntu,,Yes,Y,,,,,,,,,149.88,149.88,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-16.57,-16.57,-16.57,-74.142647951714,40.738608904318,,,,N,
1821,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.12-FRES,10B-E02-C204-3.12-FRES,2010-03-16 13:05:00,N,,3.12,3.12,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55553,OBS,OBS,,1.043,1.043,volts,,Yes,Y,,,,,,,,,1.043,1.043,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.12,-3.12,-3.12,-74.142647951714,40.738608904318,,,,,
1822,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.12-FRES,10B-E02-C204-3.12-FRES,2010-03-16 13:05:00,N,,3.12,3.12,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55553,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.12,-3.12,-3.12,-74.142647951714,40.738608904318,,,,,
1823,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.12-FRES,10B-E02-C204-3.12-FRES,2010-03-16 13:05:00,N,,3.12,3.12,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55553,TEMP,Temperature,,5.01,5.01,deg c,,Yes,Y,,,,,,,,,5.01,5.01,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.12,-3.12,-3.12,-74.142647951714,40.738608904318,,,,,
1824,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.12-FRES,10B-E02-C204-3.12-FRES,2010-03-16 13:05:00,N,,3.12,3.12,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55553,TURB,Turbidity,,104.25,104.25,ntu,,Yes,Y,,,,,,,,,104.25,104.25,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.12,-3.12,-3.12,-74.142647951714,40.738608904318,,,,N,
1825,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.41-FRES,10B-E02-C204-3.41-FRES,2010-03-16 13:05:00,N,,3.41,3.41,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55554,OBS,OBS,,1.041,1.041,volts,,Yes,Y,,,,,,,,,1.041,1.041,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.41,-3.41,-3.41,-74.142647951714,40.738608904318,,,,,
1826,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.41-FRES,10B-E02-C204-3.41-FRES,2010-03-16 13:05:00,N,,3.41,3.41,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55554,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.41,-3.41,-3.41,-74.142647951714,40.738608904318,,,,,
1827,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.41-FRES,10B-E02-C204-3.41-FRES,2010-03-16 13:05:00,N,,3.41,3.41,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55554,TEMP,Temperature,,5.01,5.01,deg c,,Yes,Y,,,,,,,,,5.01,5.01,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.41,-3.41,-3.41,-74.142647951714,40.738608904318,,,,,
1828,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.41-FRES,10B-E02-C204-3.41-FRES,2010-03-16 13:05:00,N,,3.41,3.41,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55554,TURB,Turbidity,,104.05,104.05,ntu,,Yes,Y,,,,,,,,,104.05,104.05,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.41,-3.41,-3.41,-74.142647951714,40.738608904318,,,,N,
1829,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.67-FRES,10B-E02-C204-3.67-FRES,2010-03-16 13:05:00,N,,3.67,3.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55555,OBS,OBS,,1.039,1.039,volts,,Yes,Y,,,,,,,,,1.039,1.039,volts,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.67,-3.67,-3.67,-74.142647951714,40.738608904318,,,,,
1830,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.67-FRES,10B-E02-C204-3.67-FRES,2010-03-16 13:05:00,N,,3.67,3.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55555,SAL,Salinity,,0.11,0.11,PSU,,Yes,Y,,,,,,,,,0.11,0.11,PSU,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.67,-3.67,-3.67,-74.142647951714,40.738608904318,,,,,
1831,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.67-FRES,10B-E02-C204-3.67-FRES,2010-03-16 13:05:00,N,,3.67,3.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55555,TEMP,Temperature,,5.01,5.01,deg c,,Yes,Y,,,,,,,,,5.01,5.01,deg c,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.67,-3.67,-3.67,-74.142647951714,40.738608904318,,,,,
1832,NJD980528996,10B-E02-C204,2.04,,,10B-E02-C204-3.67-FRES,10B-E02-C204-3.67-FRES,2010-03-16 13:05:00,N,,3.67,3.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 13:05:00,,N,INITIAL,,,,,,,,,55555,TURB,Turbidity,,103.86,103.86,ntu,,Yes,Y,,,,,,,,,103.86,103.86,ntu,TRG,-74.1426479517,40.7386089043,3.54,PR,-3.67,-3.67,-3.67,-74.142647951714,40.738608904318,,,,N,
