,LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
2567,PR9906SDL,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.483,ug/kg,0.483,N,Yes,-74.1460609932,40.7355784861
2568,PR9903CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1197249562,40.7419592647
2569,PR9903TISVM,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0374,ug/kg,0.0374,N,Yes,-74.1196993589,40.7420003152
2570,PR9904TIFW2,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0328,ug/kg,0.0328,N,Yes,-74.1280689399,40.742347033
2571,PR9902CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1.95,ug/kg,,Y,Yes,-74.1180947676,40.7356824579
2572,PR9903SDL,1999-10-10 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.472,ug/kg,0.472,N,Yes,-74.1193178091,40.7418804835
2573,PR9904SDM,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.467,ug/kg,0.467,N,Yes,-74.1288850747,40.7413819252
2574,PR9904TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.02,ug/kg,0.02,N,Yes,-74.1289628969,40.7415771668
2575,MR9922TIBW1,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.4807970194,39.5528231081
2576,MR9922TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.481066696,39.5527686291
2577,PR9906CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1463199808,40.7352200853
2578,PR9907SDM,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.435,ug/kg,0.435,N,Yes,-74.1494757713,40.7330905691
2579,PR9907TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.1495044245,40.7331181451
2580,PR9908TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0807,ug/kg,,Y,Yes,-74.1524416511,40.7345173652
2581,PR9909CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0462,ug/kg,,Y,Yes,-74.1640050812,40.7390285002
2582,PR9909TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.033,ug/kg,0.033,N,Yes,-74.1639104371,40.7386575426
2583,PR9910SDU,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.481,ug/kg,0.481,N,Yes,-74.1662334664,40.7489056626
2584,PR9907CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1494929845,40.7331976928
2585,PR9908TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0198,ug/kg,0.0198,N,Yes,-74.1520672161,40.7344086523
2586,PR9908FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.15229152,40.733863438
2587,PR9905CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1373324803,40.7419232128
2588,PR9906CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0529,ug/kg,,Y,Yes,-74.1463199808,40.7352200853
2589,PR9906TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0331,ug/kg,0.0331,N,Yes,-74.1459745434,40.7355588833
2590,PR9907SDL,1999-10-05 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1490714644,40.7331134626
2591,PR9904TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1292745402,40.7414166739
2592,PR9907CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0507,ug/kg,,Y,Yes,-74.1494929845,40.7331976928
2593,MR9923SDM,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.4033851948,39.5536484828
2594,MR9923TIFW8,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.4075468998,39.552249407
2595,MR9923TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.403006646,39.553403282
2596,PR9908FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.15229152,40.733863438
2597,PR9908TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.102,ug/kg,,Y,Yes,-74.1520012538,40.7345401084
2598,PR9909TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0496,ug/kg,0.0496,N,Yes,-74.1641905788,40.7393147642
2599,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1637071284,40.7575243224
2600,PR9909TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0199,ug/kg,0.0199,N,Yes,-74.1639652845,40.739042051
2601,PR9910TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1662297341,40.7489221151
2602,PR9908SDM,1999-10-05 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.495,ug/kg,0.495,N,Yes,-74.1520653788,40.7346474405
2603,PR9909SDM,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1640845715,40.7390151219
2604,PR9909TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0328,ug/kg,0.0328,N,Yes,-74.164051868,40.7390451723
2605,PR9907TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1490567343,40.7331518237
2606,PR9908CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1520633544,40.7344415726
2607,PR9908TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0624,ug/kg,,Y,Yes,-74.1516151492,40.7345411336
2608,PR9909CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1640050812,40.7390285002
2609,MR9923TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.4037756074,39.5535697471
2610,PR9901SDM,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.493,ug/kg,0.493,N,Yes,-74.1199278033,40.7295098872
2611,PR9901TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0197,ug/kg,0.0197,N,Yes,-74.119636966,40.7297775003
2612,PR9911CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0502,ug/kg,,Y,Yes,-74.1634566039,40.7577181122
2613,PR9912SDL,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.459,ug/kg,0.459,N,Yes,-74.1599327385,40.7644905816
2614,PR9912TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1598173681,40.7644708623
2615,PR9913SDM,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1211393295,40.7256262474
2616,PR9914TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.033,ug/kg,0.033,N,Yes,-74.1360852309,40.7408387952
2617,PR9915SDL,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.478,ug/kg,0.478,N,Yes,-74.1531051488,40.7345752104
2618,PR9915CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1534856376,40.7343655515
2619,PR9911TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.1632522363,40.7580136598
2620,PR9912CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0446,ug/kg,,Y,Yes,-74.1595631753,40.764667372
2621,PR9913SDL,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.495,ug/kg,0.495,N,Yes,-74.1212685325,40.7252672898
2622,PR9910TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.02,ug/kg,0.02,N,Yes,-74.1661455419,40.7485978665
2623,PR9911SDU,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.433,ug/kg,0.433,N,Yes,-74.1632126969,40.7579915293
2624,PR9911CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1634566039,40.7577181122
2625,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1637071284,40.7575243224
2626,PR9910SDM,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.483,ug/kg,0.483,N,Yes,-74.1662898207,40.7486094702
2627,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.033,ug/kg,0.033,N,Yes,-74.1637071284,40.7575243224
2628,PR9911TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.1633773186,40.7577012983
2629,PR9901FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1181108537,40.7310822757
2630,PR9901FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1181108537,40.7310822757
2631,PR9913CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1210061559,40.7255871919
2632,PR9914TIBV,1999-09-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0199,ug/kg,0.0199,N,Yes,-74.1356658499,40.7409356816
2633,PR9914TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1356840891,40.7409110623
2634,PR9914SDM,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1356449831,40.7408367736
2635,PR9914CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0398,ug/kg,0.0398,N,Yes,-74.1356623285,40.7409246863
2636,PR9915SDU,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.457,ug/kg,0.457,N,Yes,-74.1539209732,40.7345321704
2637,PR9912CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0393,ug/kg,0.0393,N,Yes,-74.1595631753,40.764667372
2638,PR9913CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0576,ug/kg,,Y,Yes,-74.1210061559,40.7255871919
2639,PR9913TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0329,ug/kg,0.0329,N,Yes,-74.1212543478,40.7252370302
2640,PR9911TISVU,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0395,ug/kg,0.0395,N,Yes,-74.1632522363,40.7580136598
2641,PR9914SDL,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1352439499,40.7408953158
2642,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0331,ug/kg,0.0331,N,Yes,-74.1181108537,40.7310822757
2643,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0456,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2644,PR9901TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0329,ug/kg,0.0329,N,Yes,-74.1199354679,40.7294550277
2645,PR9914TISVU,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0398,ug/kg,0.0398,N,Yes,-74.1360852309,40.7408387952
2646,PR9915CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0398,ug/kg,0.0398,N,Yes,-74.1534856376,40.7343655515
2647,PR9908FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0324,ug/kg,0.0324,N,Yes,-74.15229152,40.733863438
2648,PR9915TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0516,ug/kg,,Y,Yes,-74.1538242027,40.7344466527
2649,PR9914TISVM,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1356840891,40.7409110623
2650,PR9915TIBV,1999-09-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.02,ug/kg,0.02,N,Yes,-74.1534714363,40.7343352958
2651,PR9908FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.15229152,40.733863438
2652,PR9914TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0331,ug/kg,0.0331,N,Yes,-74.1352616656,40.7409365689
2653,PR9915SDM,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.455,ug/kg,0.455,N,Yes,-74.1535058762,40.734549542
2654,PR9915TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0922,ug/kg,,Y,Yes,-74.1534307136,40.7344696095
2655,PR9902SDU,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1182004051,40.736001354
2656,PR9902TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0193,ug/kg,0.0193,N,Yes,-74.1180911593,40.7356824407
2657,PR9902CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1180947676,40.7356824579
2658,PR9902TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0325,ug/kg,0.0325,N,Yes,-74.1181922142,40.7356801755
2659,PR9902TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0326,ug/kg,0.0326,N,Yes,-74.1181135353,40.7360338792
2660,PR9903SDU,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.435,ug/kg,0.435,N,Yes,-74.1200080861,40.7421993999
2661,PR9903CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0746,ug/kg,,Y,Yes,-74.1197249562,40.7419592647
2662,PR9903CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1197249562,40.7419592647
2663,PR9903TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.119300148,40.7418337386
2664,PR9903TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0322,ug/kg,0.0322,N,Yes,-74.1200012279,40.742155451
2665,PR9903TISVL,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0394,ug/kg,0.0394,N,Yes,-74.119300148,40.7418337386
2666,PR9904SDL,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.485,ug/kg,0.485,N,Yes,-74.1284586617,40.7414540497
2667,PR9904CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0398,ug/kg,0.0398,N,Yes,-74.1289630073,40.7415634434
2668,PR9904CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1289630073,40.7415634434
2669,PR9904TIFF1,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1280689399,40.742347033
