,LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
2040,WRT-1,1997-09-18 00:00:00,1997 Outfall Sampling Program,PCB CONGENERS,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,ppb,,N,Yes,-74.144288,40.739435
2041,WRT-2,1997-11-01 00:00:00,1997 Outfall Sampling Program,PCB CONGENERS,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,ppb,,N,Yes,-74.144288,40.739435
2520,MR9903TIBV,1999-09-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0199,ug/kg,0.0199,N,Yes,-74.4033170962,39.5538377642
2521,MR9921SDU,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.5407128175,39.5773209884
2522,MR9922FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0303,ug/kg,0.0303,N,Yes,-74.4786558502,39.5538052868
2523,MR9923SDL,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.422,ug/kg,0.422,N,Yes,-74.402998899,39.5535762272
2524,MR9923TIBW1,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.4033565223,39.5537280357
2525,PR9901CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1197654897,40.7295036298
2526,MR9923TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.403382343,39.5534645318
2527,PR9901SDU,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.467,ug/kg,0.467,N,Yes,-74.1198278524,40.7298195752
2528,MR9922SDU,1999-10-14 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.4810090899,39.5530924995
2529,MR9922FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.4786558502,39.5538052868
2530,MR9922TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.4814347315,39.5530684679
2531,PR9901SDL,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1200140842,40.7291068116
2532,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1181108537,40.7310822757
2533,MR9921TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0355,ug/kg,0.0355,N,Yes,-74.5388539445,39.5753203001
2534,MR9923SDU,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.483,ug/kg,0.483,N,Yes,-74.4037714501,39.5537317187
2535,MR9902TIBV,1999-09-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0198,ug/kg,0.0198,N,Yes,-74.4806692226,39.5528695767
2536,MR9921TIFW7,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.5406297319,39.5761842906
2537,MR9922TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.4807918228,39.5521120302
2538,MR9901TIBV,1999-09-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0199,ug/kg,0.0199,N,Yes,-74.5406957601,39.576944846
2539,MR9921SDL,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.5402738449,39.5768016289
2540,MR9921SDM,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.5405110813,39.5770544644
2541,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0957,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2542,PR9902SDM,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.11827507,40.7356970373
2543,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0536,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2544,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0344,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2545,PR9901TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0329,ug/kg,0.0329,N,Yes,-74.1197627516,40.7298384807
2546,PR9902CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1180947676,40.7356824579
2547,PR9903TISVU,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0558,ug/kg,,Y,Yes,-74.1200012279,40.742155451
2548,PR9901TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0329,ug/kg,0.0329,N,Yes,-74.1200073618,40.7290463945
2549,PR9903SDM,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.44,ug/kg,0.44,N,Yes,-74.1196701529,40.7420413487
2550,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0407,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2551,PR9902SDL,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.1183533651,40.735389993
2552,PR9902TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0329,ug/kg,0.0329,N,Yes,-74.1182235119,40.7353838874
2553,PR9901CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0544,ug/kg,,Y,Yes,-74.1197654897,40.7295036298
2554,PR9901CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0398,ug/kg,0.0398,N,Yes,-74.1197654897,40.7295036298
2555,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0328,ug/kg,0.0328,N,Yes,-74.1181108537,40.7310822757
2556,PR9901FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1181108537,40.7310822757
2557,MR9921TIBW1,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.5406957501,39.5769503369
2558,MR9921TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0331,ug/kg,0.0331,N,Yes,-74.5403933446,39.5774194798
2559,MR9922SDL,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.49,ug/kg,0.49,N,Yes,-74.4807589458,39.5524716307
2560,MR9922SDM,1999-10-14 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.4808964079,39.5527903213
2561,PR9903TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0197,ug/kg,0.0197,N,Yes,-74.1197286771,40.7419455584
2562,PR9904CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1289630073,40.7415634434
2563,PR9905CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0641,ug/kg,,Y,Yes,-74.1373324803,40.7419232128
2564,PR9903TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1196993589,40.7420003152
2565,PR9904SDU,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.478,ug/kg,0.478,N,Yes,-74.1293150071,40.7413207947
2566,PR9905SDL,1999-10-10 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.455,ug/kg,0.455,N,Yes,-74.1369773324,40.7421109758
2567,PR9906SDL,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.483,ug/kg,0.483,N,Yes,-74.1460609932,40.7355784861
2568,PR9903CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1197249562,40.7419592647
2569,PR9903TISVM,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0374,ug/kg,0.0374,N,Yes,-74.1196993589,40.7420003152
2570,PR9904TIFW2,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0328,ug/kg,0.0328,N,Yes,-74.1280689399,40.742347033
2571,PR9902CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1.95,ug/kg,,Y,Yes,-74.1180947676,40.7356824579
2572,PR9903SDL,1999-10-10 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.472,ug/kg,0.472,N,Yes,-74.1193178091,40.7418804835
2573,PR9904SDM,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.467,ug/kg,0.467,N,Yes,-74.1288850747,40.7413819252
2574,PR9904TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.02,ug/kg,0.02,N,Yes,-74.1289628969,40.7415771668
2575,MR9922TIBW1,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.4807970194,39.5528231081
2576,MR9922TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.481066696,39.5527686291
2577,PR9906CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1463199808,40.7352200853
2578,PR9907SDM,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.435,ug/kg,0.435,N,Yes,-74.1494757713,40.7330905691
2579,PR9907TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.1495044245,40.7331181451
2580,PR9908TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0807,ug/kg,,Y,Yes,-74.1524416511,40.7345173652
2581,PR9909CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0462,ug/kg,,Y,Yes,-74.1640050812,40.7390285002
2582,PR9909TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.033,ug/kg,0.033,N,Yes,-74.1639104371,40.7386575426
2583,PR9910SDU,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.481,ug/kg,0.481,N,Yes,-74.1662334664,40.7489056626
2584,PR9907CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1494929845,40.7331976928
2585,PR9908TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0198,ug/kg,0.0198,N,Yes,-74.1520672161,40.7344086523
2586,PR9908FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.15229152,40.733863438
2587,PR9905CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0399,ug/kg,0.0399,N,Yes,-74.1373324803,40.7419232128
2588,PR9906CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0529,ug/kg,,Y,Yes,-74.1463199808,40.7352200853
2589,PR9906TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0331,ug/kg,0.0331,N,Yes,-74.1459745434,40.7355588833
2590,PR9907SDL,1999-10-05 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1490714644,40.7331134626
2591,PR9904TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1292745402,40.7414166739
2592,PR9907CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0507,ug/kg,,Y,Yes,-74.1494929845,40.7331976928
2593,MR9923SDM,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.498,ug/kg,0.498,N,Yes,-74.4033851948,39.5536484828
2594,MR9923TIFW8,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.4075468998,39.552249407
2595,MR9923TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.403006646,39.553403282
2596,PR9908FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.15229152,40.733863438
2597,PR9908TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.102,ug/kg,,Y,Yes,-74.1520012538,40.7345401084
2598,PR9909TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0496,ug/kg,0.0496,N,Yes,-74.1641905788,40.7393147642
2599,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1637071284,40.7575243224
2600,PR9909TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0199,ug/kg,0.0199,N,Yes,-74.1639652845,40.739042051
2601,PR9910TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1662297341,40.7489221151
2602,PR9908SDM,1999-10-05 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.495,ug/kg,0.495,N,Yes,-74.1520653788,40.7346474405
2603,PR9909SDM,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1640845715,40.7390151219
2604,PR9909TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0328,ug/kg,0.0328,N,Yes,-74.164051868,40.7390451723
2605,PR9907TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0332,ug/kg,0.0332,N,Yes,-74.1490567343,40.7331518237
2606,PR9908CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1520633544,40.7344415726
2607,PR9908TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0624,ug/kg,,Y,Yes,-74.1516151492,40.7345411336
2608,PR9909CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1640050812,40.7390285002
2609,MR9923TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.4037756074,39.5535697471
2610,PR9901SDM,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.493,ug/kg,0.493,N,Yes,-74.1199278033,40.7295098872
2611,PR9901TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0197,ug/kg,0.0197,N,Yes,-74.119636966,40.7297775003
2612,PR9911CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0502,ug/kg,,Y,Yes,-74.1634566039,40.7577181122
2613,PR9912SDL,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.459,ug/kg,0.459,N,Yes,-74.1599327385,40.7644905816
2614,PR9912TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0333,ug/kg,0.0333,N,Yes,-74.1598173681,40.7644708623
2615,PR9913SDM,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.488,ug/kg,0.488,N,Yes,-74.1211393295,40.7256262474
2616,PR9914TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.033,ug/kg,0.033,N,Yes,-74.1360852309,40.7408387952
2617,PR9915SDL,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.478,ug/kg,0.478,N,Yes,-74.1531051488,40.7345752104
2618,PR9915CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",,,,N,Yes,-74.1534856376,40.7343655515
2619,PR9911TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0327,ug/kg,0.0327,N,Yes,-74.1632522363,40.7580136598
2620,PR9912CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.0446,ug/kg,,Y,Yes,-74.1595631753,40.764667372
2621,PR9913SDL,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.495,ug/kg,0.495,N,Yes,-74.1212685325,40.7252672898
