,LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
2755,MR9921SDL,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.498,ug/kg,0.498,N,Yes,-74.5402738449,39.5768016289
2756,MR9921SDM,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.498,ug/kg,0.498,N,Yes,-74.5405110813,39.5770544644
2757,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.291,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2758,PR9901TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.116,ug/kg,,Y,Yes,-74.1197627516,40.7298384807
2759,PR9902CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",,,,N,Yes,-74.1180947676,40.7356824579
2760,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.103,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2761,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.318,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2762,PR9901TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0982,ug/kg,,Y,Yes,-74.1200073618,40.7290463945
2763,PR9903SDM,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.44,ug/kg,0.44,N,Yes,-74.1196701529,40.7420413487
2764,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.161,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2765,PR9902SDL,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1.21,ug/kg,,Y,Yes,-74.1183533651,40.735389993
2766,PR9902CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",19.4,ug/kg,,Y,Yes,-74.1180947676,40.7356824579
2767,PR9901CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.475,ug/kg,,Y,Yes,-74.1197654897,40.7295036298
2768,PR9901CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.158,ug/kg,,Y,Yes,-74.1197654897,40.7295036298
2769,PR9901FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.525,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2770,MR9921TIBW1,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0332,ug/kg,0.0332,N,Yes,-74.5406957501,39.5769503369
2771,MR9921TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0331,ug/kg,0.0331,N,Yes,-74.5403933446,39.5774194798
2772,MR9922SDL,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.49,ug/kg,0.49,N,Yes,-74.4807589458,39.5524716307
2773,PR9903TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0197,ug/kg,0.0197,N,Yes,-74.1197286771,40.7419455584
2774,PR9903TISVU,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.123,ug/kg,,Y,Yes,-74.1200012279,40.742155451
2775,PR9904CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.233,ug/kg,,Y,Yes,-74.1289630073,40.7415634434
2776,PR9904CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.511,ug/kg,,Y,Yes,-74.1289630073,40.7415634434
2777,PR9904TIFF1,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.142,ug/kg,,Y,Yes,-74.1280689399,40.742347033
2778,PR9905CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.628,ug/kg,,Y,Yes,-74.1373324803,40.7419232128
2779,PR9903TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.273,ug/kg,,Y,Yes,-74.1196993589,40.7420003152
2780,PR9904SDU,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.538,ug/kg,,Y,Yes,-74.1293150071,40.7413207947
2781,PR9905SDL,1999-10-10 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.455,ug/kg,0.455,N,Yes,-74.1369773324,40.7421109758
2782,PR9902TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.11,ug/kg,,Y,Yes,-74.1182235119,40.7353838874
2783,PR9903CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0408,ug/kg,,Y,Yes,-74.1197249562,40.7419592647
2784,PR9903TISVM,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.107,ug/kg,,Y,Yes,-74.1196993589,40.7420003152
2785,PR9904TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.02,ug/kg,0.02,N,Yes,-74.1289628969,40.7415771668
2786,PR9904TIFW2,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.595,ug/kg,,Y,Yes,-74.1280689399,40.742347033
2787,PR9903SDL,1999-10-10 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.472,ug/kg,0.472,N,Yes,-74.1193178091,40.7418804835
2788,PR9904SDM,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.467,ug/kg,0.467,N,Yes,-74.1288850747,40.7413819252
2789,MR9922TIBW1,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",,,,N,Yes,-74.4807970194,39.5528231081
2790,MR9922TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0333,ug/kg,0.0333,N,Yes,-74.481066696,39.5527686291
2791,MR9923SDL,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.422,ug/kg,0.422,N,Yes,-74.402998899,39.5535762272
2792,PR9906CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0518,ug/kg,,Y,Yes,-74.1463199808,40.7352200853
2793,PR9907SDM,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.435,ug/kg,0.435,N,Yes,-74.1494757713,40.7330905691
2794,PR9907TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.123,ug/kg,,Y,Yes,-74.1495044245,40.7331181451
2795,PR9907TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0199,ug/kg,0.0199,N,Yes,-74.1494783183,40.7332278198
2796,PR9908CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.461,ug/kg,,Y,Yes,-74.1520633544,40.7344415726
2797,PR9908TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.144,ug/kg,,Y,Yes,-74.1524416511,40.7345173652
2798,PR9909CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.374,ug/kg,,Y,Yes,-74.1640050812,40.7390285002
2799,PR9909TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.173,ug/kg,,Y,Yes,-74.1639104371,40.7386575426
2800,PR9910SDU,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.481,ug/kg,0.481,N,Yes,-74.1662334664,40.7489056626
2801,PR9906SDL,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.483,ug/kg,0.483,N,Yes,-74.1460609932,40.7355784861
2802,PR9906TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.205,ug/kg,,Y,Yes,-74.1459745434,40.7355588833
2803,PR9907CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",,,,N,Yes,-74.1494929845,40.7331976928
2804,PR9908SDM,1999-10-05 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.495,ug/kg,0.495,N,Yes,-74.1520653788,40.7346474405
2805,PR9908FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.173,ug/kg,,Y,Yes,-74.15229152,40.733863438
2806,PR9905CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.198,ug/kg,,Y,Yes,-74.1373324803,40.7419232128
2807,PR9906CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.469,ug/kg,,Y,Yes,-74.1463199808,40.7352200853
2808,PR9907SDL,1999-10-05 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.488,ug/kg,0.488,N,Yes,-74.1490714644,40.7331134626
2809,PR9907TIMWL,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0332,ug/kg,0.0332,N,Yes,-74.1490567343,40.7331518237
2810,PR9904TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.18,ug/kg,,Y,Yes,-74.1292745402,40.7414166739
2811,PR9905SDU,1999-10-10 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.457,ug/kg,0.457,N,Yes,-74.1377654529,40.741933429
2812,PR9905TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.184,ug/kg,,Y,Yes,-74.1377875391,40.7418786344
2813,PR9907CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.46,ug/kg,,Y,Yes,-74.1494929845,40.7331976928
2814,MR9923SDM,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.498,ug/kg,0.498,N,Yes,-74.4033851948,39.5536484828
2815,MR9923TIFW8,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.105,ug/kg,,Y,Yes,-74.4075468998,39.552249407
2816,MR9923TIMWL,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0332,ug/kg,0.0332,N,Yes,-74.403006646,39.553403282
2817,PR9908TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0263,ug/kg,,Y,Yes,-74.1520672161,40.7344086523
2818,PR9908FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.157,ug/kg,,Y,Yes,-74.15229152,40.733863438
2819,PR9908TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.202,ug/kg,,Y,Yes,-74.1520012538,40.7345401084
2820,PR9909TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.177,ug/kg,,Y,Yes,-74.1641905788,40.7393147642
2821,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.675,ug/kg,,Y,Yes,-74.1637071284,40.7575243224
2822,PR9909TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0199,ug/kg,0.0199,N,Yes,-74.1639652845,40.739042051
2823,PR9910TIMWU,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.199,ug/kg,,Y,Yes,-74.1662297341,40.7489221151
2824,PR9909SDM,1999-10-13 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.488,ug/kg,0.488,N,Yes,-74.1640845715,40.7390151219
2825,PR9909TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.151,ug/kg,,Y,Yes,-74.164051868,40.7390451723
2826,PR9908CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0398,ug/kg,0.0398,N,Yes,-74.1520633544,40.7344415726
2827,PR9908FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0782,ug/kg,,Y,Yes,-74.15229152,40.733863438
2828,PR9908TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.109,ug/kg,,Y,Yes,-74.1516151492,40.7345411336
2829,PR9909CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0427,ug/kg,,Y,Yes,-74.1640050812,40.7390285002
2830,MR9923TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0333,ug/kg,0.0333,N,Yes,-74.4037756074,39.5535697471
2831,PR9901SDM,1999-10-11 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.493,ug/kg,0.493,N,Yes,-74.1199278033,40.7295098872
2832,PR9901TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0197,ug/kg,0.0197,N,Yes,-74.119636966,40.7297775003
2833,PR9911CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.303,ug/kg,,Y,Yes,-74.1634566039,40.7577181122
2834,PR9912SDL,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.501,ug/kg,,Y,Yes,-74.1599327385,40.7644905816
2835,PR9913SDM,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.488,ug/kg,0.488,N,Yes,-74.1211393295,40.7256262474
2836,PR9913TIBV,1999-09-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0199,ug/kg,0.0199,N,Yes,-74.1211352477,40.7252419578
2837,PR9914TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.129,ug/kg,,Y,Yes,-74.1360852309,40.7408387952
2838,PR9915SDL,1999-10-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.486,ug/kg,,Y,Yes,-74.1531051488,40.7345752104
2839,PR9915CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",,,,N,Yes,-74.1534856376,40.7343655515
2840,PR9915TIMWU,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.118,ug/kg,,Y,Yes,-74.1538242027,40.7344466527
2841,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.804,ug/kg,,Y,Yes,-74.1637071284,40.7575243224
2842,PR9911TIMWU,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.154,ug/kg,,Y,Yes,-74.1632522363,40.7580136598
2843,PR9912CRAB,1999-10-25 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.542,ug/kg,,Y,Yes,-74.1595631753,40.764667372
2844,PR9913SDL,1999-10-15 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.495,ug/kg,0.495,N,Yes,-74.1212685325,40.7252672898
2845,PR9910TIBV,1999-09-07 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0241,ug/kg,,Y,Yes,-74.1661455419,40.7485978665
2846,PR9911SDU,1999-10-06 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.52,ug/kg,,Y,Yes,-74.1632126969,40.7579915293
2847,PR9911CRAB,1999-10-22 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.28,ug/kg,,Y,Yes,-74.1634566039,40.7577181122
2848,PR9911FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.866,ug/kg,,Y,Yes,-74.1637071284,40.7575243224
2849,PR9911TISVU,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.123,ug/kg,,Y,Yes,-74.1632522363,40.7580136598
2850,PR9910SDM,1999-10-08 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.492,ug/kg,,Y,Yes,-74.1662898207,40.7486094702
2851,PR9910TIMWM,1999-10-19 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.189,ug/kg,,Y,Yes,-74.1663076193,40.7486424846
2852,PR9911TIMWM,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.124,ug/kg,,Y,Yes,-74.1633773186,40.7577012983
2853,PR9901FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.144,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2854,PR9901FISHCEN,1999-10-27 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.147,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2855,PR9901FISHCEN,1999-10-28 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.231,ug/kg,,Y,Yes,-74.1181108537,40.7310822757
2856,PR9912TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.113,ug/kg,,Y,Yes,-74.1598173681,40.7644708623
2857,PR9913CRAB,1999-10-26 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",,,,N,Yes,-74.1210061559,40.7255871919
2858,PR9914SDM,1999-10-12 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.488,ug/kg,0.488,N,Yes,-74.1356449831,40.7408367736
2859,PR9914TIMWM,1999-10-21 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.0737,ug/kg,,Y,Yes,-74.1356840891,40.7409110623
2860,PR9913TIMWL,1999-10-20 12:00:00,1999 Late Summer-Early Fall ESP Sampling,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.239,ug/kg,,Y,Yes,-74.1212543478,40.7252370302
